DistrictId,Ecology_1,Ecology_2,Ecology_3,Floor,Healthcare_1,Helthcare_2,HouseFloor,HouseYear,Id,KitchenSquare,LifeSquare,Price,Rooms,Shops_1,Shops_2,Social_1,Social_2,Social_3,Square
23,0.075778755,B,B,15,,0,17.0,1977,13767,4.0,,153624.44229751136,2.0,2,B,6,1437,3,61.24533732469979
130,0.341071945,B,B,6,,3,7.0,1957,16344,8.0,,303698.7755904624,2.0,11,B,27,5664,48,63.6158374076285
12,0.090799103,B,B,3,,5,9.0,1980,11479,6.0,,174392.01569771275,2.0,15,B,74,19083,2,46.77229992122816
6,0.243204519,B,B,18,,0,17.0,2017,10437,4.0,,178002.28837840608,2.0,0,B,5,1564,0,68.6866755154256
37,0.17891679600000002,B,B,14,,1,14.0,2001,5727,8.0,,312132.00770766736,2.0,5,B,18,3594,4,56.33479212073828
1,0.007122317,B,B,8,,0,17.0,1977,14104,4.0,,244044.14116421933,3.0,1,B,1,264,0,81.20275431738614
57,0.13321533300000002,B,B,8,,3,8.0,2003,16008,12.0,,214676.51733580325,2.0,4,A,49,11395,3,59.19522419881451
124,0.16909109,B,B,5,,2,9.0,1976,1214,8.0,,344263.11232136644,3.0,5,B,19,3856,10,65.5215431102328
27,0.072157581,B,B,9,,0,7.0,1977,10329,4.0,,259585.02778123622,3.0,0,A,2,629,1,87.96326564208552
140,0.0,B,B,5,,2,16.0,2007,4700,8.0,,238829.73247964215,1.0,5,B,33,7425,1,46.166443988842744
20,0.019508796,B,B,15,,5,23.0,2010,26,8.0,,391080.5628035223,2.0,5,B,37,7687,11,54.90456646810093
155,0.042307271,B,B,3,,3,5.0,1960,6493,8.0,,463351.8798377778,3.0,6,B,17,2810,9,76.66005727490706
119,0.000995363,B,B,4,,1,9.0,1965,6242,5.0,,158527.75527979105,1.0,5,B,42,7651,1,33.12301030073916
0,0.319809354,B,B,5,,5,9.0,1971,2426,7.0,,162322.78401128948,1.0,8,B,25,4756,16,33.23785681524543
103,0.014423114,B,B,3,,0,14.0,2003,340,10.0,,593618.746095871,4.0,3,B,19,3806,4,100.50140922938893
67,0.100455735,B,B,13,,1,16.0,1976,1322,10.0,,302116.93278534483,3.0,6,A,43,7227,0,74.96374030398778
74,0.075778755,B,B,16,,0,22.0,2019,5421,11.0,,242298.10837853642,2.0,2,B,6,1437,3,81.04641127091502
30,7.81528e-05,B,B,3,,3,5.0,1959,144,8.0,,367865.70044239674,3.0,23,B,22,6398,141,75.52109406834799
62,0.072157581,B,B,11,,0,1.0,1977,10211,4.0,,343956.40507702203,2.0,0,A,2,629,1,103.62176386754406
62,0.072157581,B,B,16,,0,25.0,1977,634,4.0,,182503.43336120405,3.0,0,A,2,629,1,55.53571492887789
128,0.0,B,B,17,,2,17.0,1992,15487,10.0,,299475.8818395533,3.0,8,B,27,4798,0,75.64494777695356
37,0.127811589,B,B,18,,1,17.0,2005,12819,12.0,,389942.53280588536,3.0,3,B,28,7287,5,80.40199175392894
93,0.521867054,B,B,6,,0,16.0,1988,277,9.0,,149649.08221918938,1.0,0,B,25,6149,0,34.72398366350746
96,0.041116354,B,B,3,,1,14.0,2002,9469,9.0,,175822.2172138916,1.0,4,B,53,14892,4,36.76827496657787
6,0.243204519,B,B,19,,0,17.0,2016,10778,4.0,,167848.8764314143,2.0,0,B,5,1564,0,55.35960046584261
26,0.0,B,B,12,,0,16.0,1979,4226,8.0,,214225.30823818254,1.0,2,B,36,6714,2,37.866775708264214
3,0.050900058,B,B,4,,2,17.0,1985,1703,10.0,,284539.86506339035,3.0,3,B,43,10621,1,73.222872293369
1,0.007122317,B,B,10,,0,17.0,1977,7367,4.0,,163613.14202013114,2.0,1,B,1,264,0,53.25763848636062
27,0.072157581,B,B,17,,0,17.0,2016,9634,4.0,,212589.70743741517,2.0,0,A,2,629,1,60.84424257655724
27,0.072157581,B,B,3,,0,24.0,2017,614,4.0,,171855.58458209818,2.0,0,A,2,629,1,60.29316862466014
2,0.0,B,B,2,,2,5.0,1963,5318,5.0,,190686.6492933211,2.0,5,B,33,7425,1,44.475721878245245
90,0.246031548,B,A,11,,3,20.0,2008,9868,14.0,,349187.7338312828,2.0,3,B,22,3151,4,70.99547344930747
101,0.038692987000000005,B,B,15,,2,16.0,1970,9503,7.0,,301800.1567529188,4.0,5,B,28,6533,1,70.72659992436256
62,0.072157581,B,B,3,,0,18.0,2014,8140,4.0,,133632.34287542474,1.0,0,A,2,629,1,56.667327814294424
61,0.300322518,B,B,5,,1,9.0,1976,6395,6.0,,194261.2812833486,2.0,9,B,52,10311,6,48.23580780003068
41,0.175054867,B,B,7,,1,9.0,1972,9905,4.0,,136682.95694970677,1.0,0,B,36,10055,3,22.69154157144717
27,0.011654127,B,B,2,,0,12.0,1977,4087,4.0,,136091.7353979978,2.0,0,B,4,915,0,57.89089977199124
6,0.243204519,B,B,4,,0,0.0,1977,456,4.0,,212864.79911168013,0.0,0,B,5,1564,0,81.4914464927735
78,0.219006007,B,B,11,,1,9.0,1974,11808,6.0,,144498.68745721664,1.0,4,B,28,6746,3,40.06887862587625
66,0.161975568,B,A,3,,3,5.0,1953,14234,7.0,,322213.2517279428,2.0,7,B,31,7010,5,50.62447502071526
29,0.069660344,B,B,7,,1,5.0,1960,8337,6.0,,169145.98036356244,1.0,2,B,31,6119,4,33.720291734290484
91,0.033493708,B,B,14,,3,16.0,1984,6691,10.0,,344923.2973209075,3.0,8,B,66,10573,1,80.06128369802923
23,0.075778755,B,B,11,,0,17.0,1977,2633,4.0,,181053.50018733228,2.0,2,B,6,1437,3,68.55098673240127
187,0.041116354,B,B,5,,1,4.0,1977,10887,4.0,,94691.9078949868,1.0,4,B,53,14892,4,44.154121371298885
66,0.111627393,B,B,15,,2,17.0,2003,2031,9.0,,538574.775414695,2.0,3,B,50,12238,8,74.41835764301264
0,0.006076152,B,B,8,,6,12.0,2014,15643,11.0,,237878.3267008834,2.0,6,B,30,5285,0,77.33103776068043
61,0.300322518,B,B,8,,1,12.0,1986,3756,8.0,,248648.72995966324,2.0,9,B,52,10311,6,56.05357997403455
53,0.049637257,B,B,6,,1,24.0,2020,6915,12.0,,338025.692847864,3.0,3,B,34,7759,0,77.21421801317787
79,0.307466659,B,A,8,,2,12.0,1969,16062,6.0,,200049.7089858713,2.0,5,B,30,5048,9,39.037749362456225
111,0.093442564,B,B,9,,2,16.0,1969,3474,6.0,,358898.7572019118,4.0,4,B,23,4635,5,73.02932476481098
1,0.007122317,B,B,16,,0,17.0,1977,15422,4.0,,274398.63410175976,3.0,1,B,1,264,0,82.63832191696925
68,0.0,B,B,12,,2,12.0,1969,16403,6.0,,255170.9490946109,2.0,5,B,33,7425,1,50.93374573178962
31,0.151346216,B,A,13,,4,12.0,2011,4624,10.0,,231715.7476934542,3.0,1,B,32,5889,10,83.89570776976119
96,0.041116354,B,B,13,,1,17.0,1994,3678,10.0,,302606.9208323544,3.0,4,B,53,14892,4,74.9644728461162
42,0.158249043,B,B,3,,1,9.0,2004,2226,8.0,,161059.35935934482,1.0,0,B,21,5731,0,43.8775525446092
1,0.007122317,B,B,5,,0,9.0,2015,16560,4.0,,171565.83388796498,1.0,1,B,1,264,0,45.20347209837689
21,0.194489265,B,B,3,,3,12.0,1966,16291,9.0,,189513.60092373763,2.0,5,B,47,8004,3,48.16394772745099
103,0.014423114,B,B,8,,0,12.0,1968,11616,5.0,,253670.90834837372,2.0,3,B,19,3806,4,46.49781708728568
6,0.243204519,B,B,22,,0,25.0,1977,6318,4.0,,190746.65132171471,2.0,0,B,5,1564,0,75.99443407633302
32,0.135649789,B,B,2,,3,9.0,1973,7324,5.0,,179619.56252034262,1.0,11,B,46,7960,6,29.260246488069047
23,0.075778755,B,B,10,,0,17.0,1977,16022,4.0,,161346.01177617034,2.0,2,B,6,1437,3,63.33044615348867
57,0.13321533300000002,B,B,8,,3,8.0,1983,14859,6.0,,162666.8749823317,1.0,4,A,49,11395,3,34.25374902203055
90,0.265088676,B,B,1,,3,5.0,1968,9604,5.0,,164644.7296434351,2.0,2,B,37,5288,0,47.43398611611337
30,7.81528e-05,B,B,3,,3,17.0,1977,10788,4.0,,95473.43698644855,1.0,23,B,22,6398,141,41.70120352265343
47,0.101872465,B,B,5,,3,24.0,2007,1794,5.0,,189627.2411904396,1.0,3,B,23,4583,3,36.45761131155671
27,0.072157581,B,B,8,,0,12.0,2016,3475,10.0,,135239.640662949,1.0,0,A,2,629,1,50.07120467855894
13,0.090799103,B,B,10,,5,17.0,1999,12371,8.0,,193699.18768350122,1.0,15,B,74,19083,2,42.545249297191795
27,0.072157581,B,B,5,,0,0.0,1977,3261,4.0,,235848.91066042212,3.0,0,A,2,629,1,85.480800694786
27,0.211401214,B,B,11,,0,19.0,1977,1744,12.0,,108408.64960957007,1.0,1,B,9,1892,0,39.16401179220306
26,0.195781053,B,B,2,,3,17.0,2001,13948,7.0,,221652.72434917407,1.0,2,B,23,5212,6,40.15284885597534
51,0.015016892,B,B,8,,0,9.0,1973,16558,6.0,,273560.12258835987,2.0,8,B,17,3079,59,47.63962792558723
108,0.0,B,B,3,,1,8.0,1959,10495,4.0,,181626.1751030673,1.0,1,B,25,5027,4,30.826069622398137
6,0.243204519,B,B,24,,0,25.0,2016,4373,4.0,,177838.3823769381,2.0,0,B,5,1564,0,59.10779126511982
58,0.31019913,B,B,8,,0,14.0,1997,10621,8.0,,131166.4654867906,1.0,0,B,11,2748,1,42.129230090163816
6,0.243204519,B,B,24,,0,25.0,2016,20,10.0,,135481.81638107833,1.0,0,B,5,1564,0,41.132439058877935
113,0.050755569,B,B,2,,0,17.0,1979,3550,10.0,,193088.05394003468,1.0,1,B,24,5469,1,38.13316462477631
27,0.017647053,B,B,6,,0,10.0,2015,9630,10.0,,192012.5267945347,2.0,0,B,2,469,0,67.11610172655216
70,0.002211665,B,B,11,,1,9.0,1976,13571,5.0,,234831.99455091945,3.0,5,A,39,7614,3,69.90001168432316
1,0.007122317,B,B,7,,0,17.0,1977,6364,4.0,,148124.69811330663,1.0,1,B,1,264,0,42.8402414958606
146,0.236108458,B,B,6,,3,5.0,1964,8613,8.0,,170148.6085345719,1.0,10,B,16,3893,27,33.356335937764115
160,0.0,B,B,3,,0,5.0,1969,6198,5.0,,139575.79153446323,2.0,5,B,39,8647,0,46.25416909846956
88,0.127375905,B,B,8,,3,9.0,1974,10385,6.0,,171286.75420255872,3.0,9,B,43,8429,3,61.23108776411216
15,0.158249043,B,B,5,,1,5.0,1974,16252,6.0,,120660.70989802116,1.0,0,B,21,5731,0,33.36120515999027
101,0.225824954,A,B,5,,3,5.0,1960,5887,6.0,,286274.3427135784,2.0,2,B,41,6558,7,68.4903282797806
119,0.000995363,B,B,3,,1,5.0,1962,3886,5.0,,140942.6095097776,1.0,5,B,42,7651,1,32.76936134062089
54,0.006076152,B,B,12,,6,28.0,2010,8955,18.0,,231963.86923158352,2.0,6,B,30,5285,0,77.45624243909138
58,0.43788524,B,B,9,,0,9.0,1977,4888,4.0,,112753.10297822865,1.0,5,B,23,5735,3,52.23977954613633
6,0.243204519,B,B,13,,0,1.0,1977,16632,4.0,,107970.45856115952,1.0,0,B,5,1564,0,38.93302575466919
1,0.007122317,B,B,10,,0,17.0,1977,6448,4.0,,228756.9961635407,3.0,1,B,1,264,0,83.39254806726234
6,0.243204519,B,B,7,,0,14.0,2015,14379,4.0,,177755.78177454195,2.0,0,B,5,1564,0,64.69615633836244
66,0.111627393,B,B,14,,2,17.0,2003,13779,14.0,,338588.2539418333,1.0,3,B,50,12238,8,56.83864164506545
27,0.072157581,B,B,18,,0,17.0,2016,1495,4.0,,223669.51754758976,2.0,0,A,2,629,1,69.1328363908427
27,0.072157581,B,B,9,,0,17.0,2015,15547,4.0,,234837.70166399734,3.0,0,A,2,629,1,82.47000894959864
52,0.371148999,B,B,11,,2,17.0,1977,4159,4.0,,117226.74538279294,1.0,5,B,34,7065,1,44.19099607901092
101,0.225824954,A,B,3,,3,5.0,1959,9213,7.0,,194313.18291762512,2.0,2,B,41,6558,7,57.58601667071859
53,0.049637257,B,B,17,,1,16.0,1985,16467,8.0,,232341.06956568194,1.0,3,B,34,7759,0,41.843474355403096
46,0.0,B,B,10,,3,9.0,1968,12741,6.0,,268297.1713764137,3.0,5,B,47,11319,0,50.27600508075485
12,0.090799103,B,B,11,,5,17.0,1996,2086,9.0,,259369.04463529735,2.0,15,B,74,19083,2,57.872882317565114
22,0.118537385,B,B,4,,1,12.0,1998,365,12.0,,354706.6770572269,3.0,0,B,30,6207,1,79.81232674779281
61,0.300322518,B,B,8,,1,12.0,1982,2942,8.0,,255212.27193348817,3.0,9,B,52,10311,6,64.68305916520471
41,0.127811589,B,B,6,,1,12.0,1974,5303,6.0,,214400.87916008398,3.0,3,B,28,7287,5,65.62828875266625
27,0.211401214,B,B,10,,0,17.0,1977,16425,4.0,,170966.82761695975,3.0,1,B,9,1892,0,78.9247553219088
53,0.049637257,B,B,5,,1,1.0,1977,7594,4.0,,206148.84571638246,5.0,3,B,34,7759,0,39.90608238613842
96,0.041116354,B,B,7,,1,10.0,2002,12497,11.0,,254721.1622825809,2.0,4,B,53,14892,4,71.59345033688159
88,0.127375905,B,B,18,,3,18.0,2015,15367,4.0,,223917.80995422692,1.0,9,B,43,8429,3,45.017896736896354
27,0.051815435,B,B,16,,0,22.0,1977,636,4.0,,130941.61201936453,1.0,0,B,5,1227,0,42.972765438742115
19,0.309479124,B,B,14,,0,14.0,2004,6344,11.0,,388760.11913216463,3.0,6,B,35,7715,4,87.42454668006123
61,0.300322518,B,B,19,,1,17.0,1984,4513,10.0,,313916.35742217326,2.0,9,B,52,10311,6,60.836147557148685
59,0.019508796,B,B,22,,5,25.0,2017,7803,4.0,,266621.11041786114,1.0,5,B,37,7687,11,60.771553872351504
11,0.00016967599999999998,B,B,4,,1,9.0,1977,16059,6.0,,89744.45960791914,2.0,1,B,36,5992,0,44.952545608999664
27,0.072157581,B,B,9,,0,12.0,2016,13555,4.0,,161812.32497693747,1.0,0,A,2,629,1,45.352777251543245
22,0.118537385,B,B,6,,1,12.0,1983,8273,8.0,,249741.0640349925,2.0,0,B,30,6207,1,55.39904083648637
166,0.174739084,B,B,2,,0,8.0,1964,3672,5.0,,247070.1156697232,2.0,3,B,17,3379,9,41.62674001191515
152,0.042031587,B,B,7,,2,7.0,1958,14825,12.0,,85499.96932528506,3.0,5,B,37,6856,84,88.97832400962784
45,0.195781053,B,B,20,,3,25.0,2015,11783,4.0,,404319.5936870047,3.0,2,B,23,5212,6,80.00653976227704
27,0.072157581,B,B,14,,0,18.0,2014,3101,10.0,,186655.02313449586,1.0,0,A,2,629,1,42.79661669963063
6,0.243204519,B,B,4,,0,17.0,2015,9525,4.0,,131780.62760254386,1.0,0,B,5,1564,0,40.64623742158794
1,0.007122317,B,B,15,,0,17.0,1977,12129,4.0,,202078.6921510869,2.0,1,B,1,264,0,56.191152821640785
6,0.243204519,B,B,14,,0,17.0,2014,6,4.0,,127196.7620313497,1.0,0,B,5,1564,0,42.46681304089621
74,0.075778755,B,B,11,,0,17.0,1977,8156,4.0,,177258.37681781297,1.0,2,B,6,1437,3,56.202089646364314
91,0.333891544,B,B,8,,0,16.0,1980,11209,9.0,,166971.8562213439,1.0,0,B,30,6564,1,35.91317443831513
22,0.118537385,B,B,10,,1,17.0,1977,9699,4.0,,191410.5237933272,2.0,0,B,30,6207,1,64.53716668337564
170,0.21843974,B,B,18,,4,17.0,1989,14207,10.0,,358752.6606149075,3.0,7,A,21,4472,6,76.0916013065407
141,0.0,B,B,7,,0,5.0,1963,8503,6.0,,219717.47471350632,2.0,4,B,23,3684,2,45.347327502064104
27,0.011654127,B,B,6,,0,1.0,1977,13853,4.0,,139272.57141903992,2.0,0,B,4,915,0,59.82624479433539
27,0.072157581,B,B,10,,0,1.0,1977,12348,4.0,,214755.64032618183,2.0,0,A,2,629,1,77.73329919510441
53,0.313924552,B,B,2,,2,9.0,1971,12224,5.0,,182893.69080184333,1.0,10,B,22,4625,11,37.596380701167114
10,0.282797669,B,B,10,,0,9.0,1971,8639,7.0,,249607.8528020755,3.0,6,B,33,8667,2,63.658005905654754
110,0.033493708,B,B,13,,3,17.0,2011,10533,7.0,,215708.31558194227,1.0,8,B,66,10573,1,38.09219529990585
27,0.072157581,B,B,7,,0,12.0,2013,10195,8.0,,143545.01850724948,3.0,0,A,2,629,1,50.841082240696885
61,0.300322518,B,B,2,,1,12.0,1992,9295,7.0,,201723.0467316861,1.0,9,B,52,10311,6,38.41144589813229
9,0.161531741,B,B,3,,2,1.0,1977,15214,4.0,,147480.9215186932,2.0,4,B,25,5648,1,48.660775645216255
93,0.050900058,B,B,8,,2,12.0,1983,3467,8.0,,148028.72239954048,1.0,3,B,43,10621,1,40.08551905410747
6,0.243204519,B,B,16,,0,1.0,1977,9024,4.0,,193595.80051050446,3.0,0,B,5,1564,0,79.79076199740489
9,0.161531741,B,B,3,,2,10.0,1996,10504,8.0,,134320.38616735206,1.0,4,B,25,5648,1,41.74214738042378
7,0.035145267,B,B,5,,0,4.0,1962,1791,6.0,,201703.7784506829,2.0,3,B,42,9292,3,45.59495013095746
10,0.089039719,B,B,5,,0,12.0,1973,7705,7.0,,217009.90907874948,2.0,11,B,33,7976,5,48.17983248912414
3,0.050900058,B,B,3,,2,12.0,1973,9323,10.0,,238603.972367964,3.0,3,B,43,10621,1,68.31797365985615
59,0.019508796,B,B,16,,5,17.0,1986,9164,8.0,,216252.1745381247,1.0,5,B,37,7687,11,39.2923186142071
107,0.174739084,B,B,6,,0,12.0,1971,3959,8.0,,158841.65708203518,1.0,3,B,17,3379,9,36.233334304372406
21,0.194489265,B,B,6,,3,9.0,1973,14614,6.0,,175541.2960163774,2.0,5,B,47,8004,3,48.31220053164186
80,0.0,B,B,4,,0,17.0,1989,10418,10.0,,323233.77875319053,3.0,5,B,39,8647,0,75.42669226929492
47,0.101872465,B,B,24,,3,22.0,1999,16589,10.0,,184485.9210269217,1.0,3,B,23,4583,3,39.923867248833545
27,0.017647053,B,B,2,,0,12.0,2015,10315,10.0,,126626.32864326925,1.0,0,B,2,469,0,42.43184289512368
6,0.243204519,B,B,2,,0,17.0,2015,6838,12.0,,190504.03419540406,2.0,0,B,5,1564,0,65.45122679121046
27,0.072157581,B,B,5,,0,17.0,2017,8562,4.0,,155380.49435059165,2.0,0,A,2,629,1,55.43124154455585
1,0.007122317,B,B,11,,0,17.0,1977,10820,4.0,,277409.4045701919,3.0,1,B,1,264,0,76.81576650671025
6,0.243204519,B,B,13,,0,17.0,1977,13221,4.0,,130471.64682096506,1.0,0,B,5,1564,0,44.15572113794801
27,0.017647053,B,B,17,,0,18.0,2015,15424,4.0,,146489.54957039302,1.0,0,B,2,469,0,51.63483839852182
52,0.371148999,B,B,12,,2,17.0,1977,10937,4.0,,199663.44556965036,3.0,5,B,34,7065,1,83.28962252821081
6,0.243204519,B,B,18,,0,25.0,1977,7954,4.0,,139732.03791053122,1.0,0,B,5,1564,0,42.34074223106565
48,0.041124634,B,B,24,,1,25.0,2014,16635,10.0,,428238.0880318175,2.0,10,B,46,9515,5,82.88869389337323
146,0.236108458,B,B,13,,3,32.0,2011,7789,11.0,,227510.0337622088,1.0,10,B,16,3893,27,60.89093137456424
23,0.014072961,B,B,2,,0,3.0,1977,10658,4.0,,153617.552666743,3.0,0,B,2,475,0,113.87508616251151
1,0.007122317,B,B,14,,0,17.0,1977,13483,4.0,,158613.76456510546,2.0,1,B,1,264,0,55.33321364159534
192,0.319809354,B,B,2,,5,5.0,1963,5084,6.0,,183319.37102177556,2.0,8,B,25,4756,16,42.907811272546546
1,0.007122317,B,B,21,,0,24.0,1977,2487,4.0,,215912.55764187427,2.0,1,B,1,264,0,65.55987485579061
23,0.014072961,B,B,2,,0,2.0,2017,14754,20.0,,231464.51034567482,3.0,0,B,2,475,0,108.01256585358914
13,0.090799103,B,B,2,,5,6.0,1997,13434,15.0,,622888.8253279161,5.0,15,B,74,19083,2,183.3822727772166
23,0.034656082000000005,B,B,4,,0,12.0,1977,14282,4.0,,96769.33047835618,1.0,0,B,0,168,0,40.257605185299695
1,0.036270089,B,B,2,,1,5.0,1965,8388,4.0,,130215.34390945865,2.0,1,B,6,1318,1,46.07930982872516
9,0.161531741,B,B,5,,2,12.0,2008,5643,9.0,,144224.82073375766,1.0,4,B,25,5648,1,36.47008559970377
0,0.319809354,B,B,19,,5,22.0,2008,394,10.0,,427613.4103641615,3.0,8,B,25,4756,16,81.49697758963292
9,0.161531741,B,B,7,,2,1.0,1977,12075,4.0,,184267.99732080448,2.0,4,B,25,5648,1,69.39981793743347
53,0.049637257,B,B,14,,1,24.0,2020,14664,12.0,,266202.1423709345,2.0,3,B,34,7759,0,60.363888761723615
6,0.243204519,B,B,12,,0,17.0,1977,8704,4.0,,221928.3564071566,3.0,0,B,5,1564,0,84.20904801430774
62,0.072157581,B,B,3,,0,1.0,2017,216,4.0,,225785.8674391009,3.0,0,A,2,629,1,87.00343386565717
41,0.175054867,B,B,12,,1,12.0,1969,16419,6.0,,189307.6290740566,2.0,0,B,36,10055,3,42.76891220343784
1,0.007122317,B,B,5,,0,17.0,2018,14638,4.0,,231033.07119544657,2.0,1,B,1,264,0,66.51590394022973
74,0.075778755,B,B,8,,0,17.0,2015,4798,4.0,,253411.00903381448,2.0,2,B,6,1437,3,87.14550131056505
1,0.007122317,B,B,11,,0,17.0,1977,4856,4.0,,203742.11206960105,2.0,1,B,1,264,0,64.28196276431594
84,0.006076152,B,B,2,,6,5.0,1962,14871,6.0,,201222.82464480613,2.0,6,B,30,5285,0,46.13999479240712
41,0.175054867,B,B,5,,1,14.0,1972,3646,6.0,,215452.96888352933,2.0,0,B,36,10055,3,41.357320561421396
27,0.072157581,B,B,8,,0,17.0,1977,12980,4.0,,117241.48701185365,1.0,0,A,2,629,1,42.44338850989541
55,0.041365446,B,B,4,,1,17.0,1987,9950,10.0,,327747.1526250925,3.0,4,B,31,5569,0,74.40998925616147
13,0.13321533300000002,B,B,7,,3,14.0,1999,1357,8.0,,281742.95708890737,2.0,4,A,49,11395,3,54.430495800086874
17,0.0,B,B,14,,1,20.0,2017,5175,4.0,,227316.8377051232,1.0,2,B,18,3374,5,46.97661606128949
11,0.038692987000000005,B,B,5,,2,9.0,1977,8521,6.0,,213751.649975518,2.0,5,B,28,6533,1,46.40485396617297
57,0.13321533300000002,B,B,4,,3,12.0,1991,5933,7.0,,181252.52954516094,3.0,4,A,49,11395,3,71.08773736570294
27,0.211401214,B,B,12,,0,1.0,1977,16278,4.0,,109028.70137631359,1.0,1,B,9,1892,0,42.07582709203381
52,0.371148999,B,B,15,,2,17.0,1977,13568,4.0,,133131.015846201,1.0,5,B,34,7065,1,39.92554080530379
77,6.99893e-05,B,B,18,,1,16.0,1978,9472,8.0,,184850.1876660361,1.0,16,B,46,10309,1,40.308864199647815
64,0.002211665,B,B,5,,1,16.0,1982,8103,9.0,,198272.84234469078,1.0,5,A,39,7614,3,40.27594081681502
6,0.243204519,B,B,16,,0,17.0,2017,4770,4.0,,219944.37026604853,3.0,0,B,5,1564,0,77.16550031045753
109,0.1363303,B,B,4,,3,5.0,1963,13867,5.0,,238412.5580265109,2.0,6,B,30,6141,10,49.23526226680044
54,0.006076152,B,B,13,,6,1.0,2016,4680,4.0,,577122.8417268707,3.0,6,B,30,5285,0,107.5584190480064
44,0.122190486,B,B,18,,1,25.0,2013,12780,19.0,,394927.3233394934,3.0,3,B,25,4724,2,73.0913731822458
37,0.232205084,B,B,11,,0,14.0,2011,13971,9.0,,198105.88211452667,2.0,3,B,24,4860,1,55.02247666540565
109,0.0,B,B,3,,1,17.0,1999,2459,10.0,,412237.6925986795,3.0,1,B,25,5027,4,76.60397154247613
156,0.007658515,B,B,5,,3,12.0,1972,6164,9.0,,177309.80868586546,1.0,19,B,35,7077,56,36.68135190750176
111,0.135649789,B,B,4,,3,9.0,1969,4914,5.0,,195881.19264074112,2.0,11,B,46,7960,6,44.48001259228773
57,0.13321533300000002,B,B,10,,3,14.0,2005,5223,10.0,,335590.2769875881,3.0,4,A,49,11395,3,82.29855586573063
52,0.371148999,B,B,10,,2,17.0,1977,5634,4.0,,114086.06520102991,1.0,5,B,34,7065,1,43.09513493201714
127,0.486245621,B,B,2,,0,5.0,1960,15455,10.0,,158287.27179080257,1.0,6,B,13,2514,19,40.44021187185452
58,0.43788524,B,B,8,,0,17.0,1977,14881,4.0,,176597.2981028378,2.0,5,B,23,5735,3,63.07025683273375
86,0.161975568,B,A,5,,3,5.0,1950,4471,10.0,,379936.1388611764,2.0,7,B,31,7010,5,70.38261653084518
30,7.81528e-05,B,B,14,,3,39.0,2010,14773,5.0,,476843.9424048746,1.0,23,B,22,6398,141,105.61954933932256
6,0.243204519,B,B,8,,0,1.0,1977,915,4.0,,180416.40109773516,2.0,0,B,5,1564,0,66.85493610084444
22,0.13321533300000002,B,B,2,,3,5.0,1967,7795,5.0,,146032.82983421625,1.0,4,A,49,11395,3,31.664007071880054
38,0.060753049,B,B,6,,0,17.0,2011,5979,9.0,,69748.50095421361,2.0,7,B,15,2787,2,55.69241359547603
88,0.127375905,B,B,13,,3,12.0,1971,3949,5.0,,285341.4632996009,3.0,9,B,43,8429,3,63.41376346956672
27,0.011654127,B,B,8,,0,17.0,1977,15687,4.0,,111624.04772921118,1.0,0,B,4,915,0,34.844531807526906
6,0.243204519,B,B,17,,0,17.0,2016,13788,4.0,,209426.88876730812,3.0,0,B,5,1564,0,79.2070587203128
55,0.00016967599999999998,B,B,9,,1,9.0,1975,288,6.0,,188768.31181685106,2.0,1,B,36,5992,0,48.88441367971367
6,0.243204519,B,B,6,,0,17.0,1977,9592,4.0,,156871.13447801306,1.0,0,B,5,1564,0,43.91821138351405
1,0.007122317,B,B,2,,0,17.0,2019,14433,8.0,,132269.37113859566,1.0,1,B,1,264,0,41.57308553401726
120,0.341071945,B,B,18,,3,16.0,1983,8213,9.0,,236124.7352776625,1.0,11,B,27,5664,48,41.265600988535866
34,0.069753361,B,B,10,,1,25.0,1977,4921,4.0,,335321.14930800925,3.0,11,B,53,13670,4,85.884825188163
103,0.0006991189999999999,B,B,1,,0,5.0,1969,15084,5.0,,145385.1860949122,1.0,3,B,14,3369,24,36.18492362557162
130,0.21843974,B,B,11,,4,16.0,1970,9795,6.0,,204007.53804035077,2.0,7,A,21,4472,6,42.882019309994334
23,0.034656082000000005,B,B,4,,0,12.0,1977,15695,4.0,,80497.86183435081,1.0,0,B,0,168,0,34.205546588842665
13,0.090799103,B,B,12,,5,17.0,2002,2536,9.0,,235975.23254751434,2.0,15,B,74,19083,2,54.50939291350819
9,0.136244425,B,B,8,,0,22.0,1991,7921,7.0,,134649.5341631332,1.0,1,B,11,2370,0,36.05493222316112
2,0.309479124,B,B,6,,0,16.0,2002,791,12.0,,275696.33786537056,1.0,6,B,35,7715,4,45.85966677805463
26,0.0,B,B,4,,0,12.0,1967,7172,9.0,,185366.5956651482,1.0,2,B,36,6714,2,35.50923274127479
57,0.13321533300000002,B,B,18,,3,22.0,2004,352,10.0,,379876.18084648025,3.0,4,A,49,11395,3,87.08249238337417
84,0.14966637300000002,B,B,2,,4,5.0,1963,11242,8.0,,90223.8576839876,3.0,1,B,22,4789,2,71.78301914312588
128,0.041116354,B,B,2,,1,14.0,2001,999,8.0,,207656.90833582915,3.0,4,B,53,14892,4,61.8365037336423
119,0.000995363,B,B,5,,1,5.0,1960,820,5.0,,188753.1630208684,2.0,5,B,42,7651,1,47.94122655376274
62,0.072157581,B,B,9,,0,0.0,1977,14991,4.0,,194709.99538406843,3.0,0,A,2,629,1,86.16423970570251
